row index,2013,,Primary Deposit Type,Secondary Deposit Type, (1),Company,Source,Mt ore,Column 9,Column 10
127,Sandy Creek,Australia,Sediment-hosted Pb-Zn,,C,TNG Ltd,Ann Rep 2012,24.381,g/t Ag,4.57
128,Silver King,Australia,Sediment-hosted Pb-Zn,Sedex,C,MMG,Ann Rep 2012,1.6,%Pb,13.9
128,Silver King,Australia,Sediment-hosted Pb-Zn,Sedex,C,MMG,Ann Rep 2012,1.6,%Zn,5.1
128,Silver King,Australia,Sediment-hosted Pb-Zn,Sedex,C,MMG,Ann Rep 2012,1.6,g/t Ag,157.0
129,Sorby Hills,Australia,Sediment-hosted Pb-Zn,MVT,C,KBL Mining,Ann Rep 2013,16.7,%Pb,4.5
129,Sorby Hills,Australia,Sediment-hosted Pb-Zn,MVT,C,KBL Mining,Ann Rep 2013,16.7,%Zn,0.7
129,Sorby Hills,Australia,Sediment-hosted Pb-Zn,MVT,C,KBL Mining,Ann Rep 2013,16.7,g/t Ag,52.0
130,Stockman,Australia,VMS,,C,Independence Group,Ann Rep 2013,13.986,%Pb,0.6515151515151514
130,Stockman,Australia,VMS,,C,Independence Group,Ann Rep 2013,13.986,%Zn,4.0
130,Stockman,Australia,VMS,,C,Independence Group,Ann Rep 2013,13.986,g/t Ag,40.0
130,Stockman,Australia,VMS,,C,Independence Group,Ann Rep 2013,13.986,%Cu,2.0
130,Stockman,Australia,VMS,,C,Independence Group,Ann Rep 2013,13.986,g/t Au,1.1
131,Sulphur Springs,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,12.831,%Pb,0.2
131,Sulphur Springs,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,12.831,%Zn,4.1
131,Sulphur Springs,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,12.831,g/t Ag,17.6
131,Sulphur Springs,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,12.831,%Cu,1.5
131,Sulphur Springs,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,12.831,g/t Au,0.1
132,Sunny Corner,Australia,VMS,,C,Argent Minerals,Ann Rep 2013,1.5,%Pb,2.1
132,Sunny Corner,Australia,VMS,,C,Argent Minerals,Ann Rep 2013,1.5,%Zn,3.7
132,Sunny Corner,Australia,VMS,,C,Argent Minerals,Ann Rep 2013,1.5,g/t Ag,24.0
132,Sunny Corner,Australia,VMS,,C,Argent Minerals,Ann Rep 2013,1.5,%Cu,0.4
132,Sunny Corner,Australia,VMS,,C,Argent Minerals,Ann Rep 2013,1.5,g/t Au,0.3
133,Sunshine,Australia,Sediment-hosted Pb-Zn,MVT,C,Stonehenge Metals (?),Aust Mines Atlas (2013-10-01),0.2876,%Pb,1.5
133,Sunshine,Australia,Sediment-hosted Pb-Zn,MVT,C,Stonehenge Metals (?),Aust Mines Atlas (2013-10-01),0.2876,%Zn,2.8
133,Sunshine,Australia,Sediment-hosted Pb-Zn,MVT,C,Stonehenge Metals (?),Aust Mines Atlas (2013-10-01),0.2876,g/t Ag,31.0
134,Sunter,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,0.3756,%Pb,1.6
134,Sunter,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,0.3756,%Zn,3.8
134,Sunter,Australia,Sediment-hosted Pb-Zn,Sedex,C,Terramin Australia,Ann Rep 2013,0.3756,g/t Ag,15.0
135,Tally Ho,Australia,Orogenic Au?,,C,Alcyone Resources,Ann Rep 2008,0.733,%Pb,0.9
135,Tally Ho,Australia,Orogenic Au?,,C,Alcyone Resources,Ann Rep 2008,0.733,%Zn,0.83
135,Tally Ho,Australia,Orogenic Au?,,C,Alcyone Resources,Ann Rep 2008,0.733,g/t Ag,49.0
135,Tally Ho,Australia,Orogenic Au?,,C,Alcyone Resources,Ann Rep 2008,0.733,%Cu,0.1
135,Tally Ho,Australia,Orogenic Au?,,C,Alcyone Resources,Ann Rep 2008,0.733,g/t Au,0.06
136,Teena,Australia,Sediment-hosted Pb-Zn,Sedex,C,Rox Resources,Media (2016-06-01),58,%Pb,1.6
136,Teena,Australia,Sediment-hosted Pb-Zn,Sedex,C,Rox Resources,Media (2016-06-01),58,%Zn,11.1
137,Teutonic Bore,Australia,VMS,,C,Independence Group,Ann Rep 2013,1.554,%Zn,2.5
137,Teutonic Bore,Australia,VMS,,C,Independence Group,Ann Rep 2013,1.554,g/t Ag,49.0
137,Teutonic Bore,Australia,VMS,,C,Independence Group,Ann Rep 2013,1.554,%Cu,1.6
138,Thalanga Group,Australia,VMS,,C,Kagara,Ann Rep 2011,4.1713,%Pb,2.2525783328938225
138,Thalanga Group,Australia,VMS,,C,Kagara,Ann Rep 2011,4.1713,%Zn,7.927348788147582
138,Thalanga Group,Australia,VMS,,C,Kagara,Ann Rep 2011,4.1713,g/t Ag,41.364083139548825
138,Thalanga Group,Australia,VMS,,C,Kagara,Ann Rep 2011,4.1713,%Cu,0.9349075827679622
138,Thalanga Group,Australia,VMS,,C,Kagara,Ann Rep 2011,4.1713,g/t Au,0.5655742813990843
139,Trilogy,Australia,Orogenic Au,Associated with Kundip,C,Silver Lake Resources,Ann Rep 2012/2013,6.24,%Pb,2.0
139,Trilogy,Australia,Orogenic Au,Associated with Kundip,C,Silver Lake Resources,Ann Rep 2012/2013,6.24,%Zn,1.2
139,Trilogy,Australia,Orogenic Au,Associated with Kundip,C,Silver Lake Resources,Ann Rep 2012/2013,6.24,g/t Ag,47.0
139,Trilogy,Australia,Orogenic Au,Associated with Kundip,C,Silver Lake Resources,Ann Rep 2012/2013,6.24,%Cu,1.0
139,Trilogy,Australia,Orogenic Au,Associated with Kundip,C,Silver Lake Resources,Ann Rep 2012/2013,6.24,g/t Au,0.8
140,Turner River-Orchard Well/Discovery,Australia,VMS,,C,De Grey Mining,Minedex (2013-05-05),2.6100000000000003,%Pb,1.0699616858237548
140,Turner River-Orchard Well/Discovery,Australia,VMS,,C,De Grey Mining,Minedex (2013-05-05),2.6100000000000003,%Zn,2.6713793103448276
140,Turner River-Orchard Well/Discovery,Australia,VMS,,C,De Grey Mining,Minedex (2013-05-05),2.6100000000000003,g/t Ag,88.2911877394636
140,Turner River-Orchard Well/Discovery,Australia,VMS,,C,De Grey Mining,Minedex (2013-05-05),2.6100000000000003,%Cu,0.09716475095785441
140,Turner River-Orchard Well/Discovery,Australia,VMS,,C,De Grey Mining,Minedex (2013-05-05),2.6100000000000003,g/t Au,0.698735632183908
141,Wagga Tank,Australia,Orogenic Au,,C,"MMG51%, Golden Cross Resources49%",Ann Rep 2001 (GCR),1.25,%Pb,1.76
141,Wagga Tank,Australia,Orogenic Au,,C,"MMG51%, Golden Cross Resources49%",Ann Rep 2001 (GCR),1.25,%Zn,3.3
141,Wagga Tank,Australia,Orogenic Au,,C,"MMG51%, Golden Cross Resources49%",Ann Rep 2001 (GCR),1.25,g/t Ag,68.8
141,Wagga Tank,Australia,Orogenic Au,,C,"MMG51%, Golden Cross Resources49%",Ann Rep 2001 (GCR),1.25,%Cu,0.81
141,Wagga Tank,Australia,Orogenic Au,,C,"MMG51%, Golden Cross Resources49%",Ann Rep 2001 (GCR),1.25,g/t Au,0.66
142,Walford Creek,Australia,Sediment-hosted Pb-Zn,Sedex,C,Aeon Metals,ASX (2014-04-03),48.3,%Pb,0.8300000000000001
142,Walford Creek,Australia,Sediment-hosted Pb-Zn,Sedex,C,Aeon Metals,ASX (2014-04-03),48.3,%Zn,0.8800000000000001
142,Walford Creek,Australia,Sediment-hosted Pb-Zn,Sedex,C,Aeon Metals,ASX (2014-04-03),48.3,g/t Ag,20.37826086956522
142,Walford Creek,Australia,Sediment-hosted Pb-Zn,Sedex,C,Aeon Metals,ASX (2014-04-03),48.3,%Cu,0.3904347826086957
142,Walford Creek,Australia,Sediment-hosted Pb-Zn,Sedex,C,Aeon Metals,ASX (2014-04-03),48.3,%Co,0.0731
143,Webbs,Australia,Epithermal,,C,Silver Mines,Ann Rep 2013,1.49,%Pb,0.71
143,Webbs,Australia,Epithermal,,C,Silver Mines,Ann Rep 2013,1.49,%Zn,1.56
143,Webbs,Australia,Epithermal,,C,Silver Mines,Ann Rep 2013,1.49,g/t Ag,245.0
143,Webbs,Australia,Epithermal,,C,Silver Mines,Ann Rep 2013,1.49,%Cu,0.27
144,Whim Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.972,%Pb,0.2
144,Whim Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.972,%Zn,1.1
144,Whim Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.972,g/t Ag,10.3
144,Whim Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.972,%Cu,2.1
144,Whim Creek,Australia,VMS,,C,Venturex Resources,Ann Rep 2013,0.972,g/t Au,0.1
145,Whundo Cu-Zn / Zn,Australia,VMS,,C,Fox Resources,Ann Rep 2013,2.875,%Zn,1.3490852173913042
145,Whundo Cu-Zn / Zn,Australia,VMS,,C,Fox Resources,Ann Rep 2013,2.875,%Cu,0.7598608695652175
146,Wonawinta,Australia,Sediment-hosted Pb-Zn,MVT?,C,Cobar Consolidated Resources,Inv Pres 2014-03,41.5,%Pb,0.5
146,Wonawinta,Australia,Sediment-hosted Pb-Zn,MVT?,C,Cobar Consolidated Resources,Inv Pres 2014-03,41.5,g/t Ag,45.0
147,Woodlawn Tailings,Australia,Sediment-hosted Pb-Zn/VMS Tailings,Sedex/VMS,TC,TriAusMin,Ann Rep 2013,11.65,%Pb,1.3484120171673821
147,Woodlawn Tailings,Australia,Sediment-hosted Pb-Zn/VMS Tailings,Sedex/VMS,TC,TriAusMin,Ann Rep 2013,11.65,%Zn,2.285579399141631
147,Woodlawn Tailings,Australia,Sediment-hosted Pb-Zn/VMS Tailings,Sedex/VMS,TC,TriAusMin,Ann Rep 2013,11.65,g/t Ag,31.8068669527897
147,Woodlawn Tailings,Australia,Sediment-hosted Pb-Zn/VMS Tailings,Sedex/VMS,TC,TriAusMin,Ann Rep 2013,11.65,%Cu,0.504549356223176
147,Woodlawn Tailings,Australia,Sediment-hosted Pb-Zn/VMS Tailings,Sedex/VMS,TC,TriAusMin,Ann Rep 2013,11.65,g/t Au,0.29420600858369095
148,Woodlawn Underground,Australia,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,C,TriAusMin,Ann Rep 2013,10.1,%Pb,4.029029702970297
148,Woodlawn Underground,Australia,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,C,TriAusMin,Ann Rep 2013,10.1,%Zn,10.152178217821783
148,Woodlawn Underground,Australia,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,C,TriAusMin,Ann Rep 2013,10.1,g/t Ag,84.45148514851486
148,Woodlawn Underground,Australia,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,C,TriAusMin,Ann Rep 2013,10.1,%Cu,1.7774257425742577
148,Woodlawn Underground,Australia,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,C,TriAusMin,Ann Rep 2013,10.1,g/t Au,0.5505346534653466
149,Zeehan Group Slag,Australia,VMS Slag,VMS Slag,TC,Intec Ltd,"Ann Rep 2007, 2013",0.42,%Pb,1.5
149,Zeehan Group Slag,Australia,VMS Slag,VMS Slag,TC,Intec Ltd,"Ann Rep 2007, 2013",0.42,%Zn,13.6
149,Zeehan Group Slag,Australia,VMS Slag,VMS Slag,TC,Intec Ltd,"Ann Rep 2007, 2013",0.42,g/t Ag,55.0
149,Zeehan Group Slag,Australia,VMS Slag,VMS Slag,TC,Intec Ltd,"Ann Rep 2007, 2013",0.42,g/t In,48.0
150,Filizchay (Filizchai),Azerbaijan,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Azerbaijan Gov't website (2015-04-24),95,%Pb,1.43
150,Filizchay (Filizchai),Azerbaijan,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Azerbaijan Gov't website (2015-04-24),95,%Zn,3.63
150,Filizchay (Filizchai),Azerbaijan,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Azerbaijan Gov't website (2015-04-24),95,g/t Ag,44.2
150,Filizchay (Filizchai),Azerbaijan,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Azerbaijan Gov't website (2015-04-24),95,%Cu,0.59
154,La Solución-Veta Hampaturi Sur,Bolivia,Epithermal,Bolivian Polymetallic vein type?,C,Apogee Minerals,Tech Rep (2007-05),0.1163,%Pb,1.2
154,La Solución-Veta Hampaturi Sur,Bolivia,Epithermal,Bolivian Polymetallic vein type?,C,Apogee Minerals,Tech Rep (2007-05),0.1163,%Zn,5.1
154,La Solución-Veta Hampaturi Sur,Bolivia,Epithermal,Bolivian Polymetallic vein type?,C,Apogee Minerals,Tech Rep (2007-05),0.1163,g/t Ag,54.0
156,Paca,Bolivia,Epithermal,,C,Apogee Minerals,Tech Rep (2007-05),18.4161,%Pb,0.68
156,Paca,Bolivia,Epithermal,,C,Apogee Minerals,Tech Rep (2007-05),18.4161,%Zn,1.16
156,Paca,Bolivia,Epithermal,,C,Apogee Minerals,Tech Rep (2007-05),18.4161,g/t Ag,43.04
161,Kihabe,Botswana,Sediment-hosted Pb-Zn,Sedex,C,Mt Burgess Mining,Ann Rep 2012,14.4,%Pb,0.76
161,Kihabe,Botswana,Sediment-hosted Pb-Zn,Sedex,C,Mt Burgess Mining,Ann Rep 2012,14.4,%Zn,1.75
161,Kihabe,Botswana,Sediment-hosted Pb-Zn,Sedex,C,Mt Burgess Mining,Ann Rep 2012,14.4,g/t Ag,6.93
162,Nxuu,Botswana,Sediment-hosted Pb-Zn,,C,Mt Burgess Mining,Ann Rep 2012,10.9,%Pb,1.4
162,Nxuu,Botswana,Sediment-hosted Pb-Zn,,C,Mt Burgess Mining,Ann Rep 2012,10.9,%Zn,1.8
164,Boquira,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),7,%Pb,4.7
164,Boquira,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),7,%Zn,0.6
164,Boquira,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),7,g/t Ag,30.0
165,Canoas,Brazil,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Misi et al (1999),1.5,%Pb,3.5
165,Canoas,Brazil,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Misi et al (1999),1.5,%Zn,3.5
165,Canoas,Brazil,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Misi et al (1999),1.5,g/t Ag,60.0
166,Fagundes,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),3,%Zn,4.5
167,Irecê,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),1.5,%Zn,7.9
167,Irecê,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),1.5,g/t Ag,120.0
168,Januaria,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),0.1,%Pb,7.5
168,Januaria,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),0.1,%Zn,4.0
169,Morro Agudo,Brazil,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Cunha et al (2000),9.47,%Pb,2.0
169,Morro Agudo,Brazil,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Cunha et al (2000),9.47,%Zn,6.13
170,Nova Redenção (New Redemption),Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Filho et al (2001),5.2,%Pb,6.3
170,Nova Redenção (New Redemption),Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Filho et al (2001),5.2,%Zn,0.5
170,Nova Redenção (New Redemption),Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Filho et al (2001),5.2,g/t Ag,33.0
172,Perau,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),3.3,%Pb,4.13
172,Perau,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),3.3,%Zn,1.88
173,S. Maria,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),46,%Pb,1.3
173,S. Maria,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),46,%Zn,0.9
173,S. Maria,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Misi et al (1999),46,g/t Ag,12.0
174,Tres Irmas,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),7,%Pb,1.4
174,Tres Irmas,Brazil,Sediment-hosted Pb-Zn,MVT,NC,unknown,Leach et al (2005),7,%Zn,7.6
175,Vazante,Brazil,Sediment-hosted Pb-Zn,,NC,unknown,Monteiro et al (2007),18.8,%Zn,23.7
177,Abcourt-Barvue,Canada,VMS,,C,Abcourt Mines Inc,Tech Rep (2014-04),,g/t Au,0.138
179,Aldermac,Canada,VMS,,NC,Abcourt Mines,Ann Info Form 2011,,%Zn,3.0
179,Aldermac,Canada,VMS,,NC,Abcourt Mines,Ann Info Form 2011,,%Cu,1.55
180,Amy,Canada,Sediment-hosted Pb-Zn,?,NC,unknown,BC OFR (1998-10),0.072431,%Pb,2.84
180,Amy,Canada,Sediment-hosted Pb-Zn,?,NC,unknown,BC OFR (1998-10),0.072431,%Zn,6.03
180,Amy,Canada,Sediment-hosted Pb-Zn,?,NC,unknown,BC OFR (1998-10),0.072431,g/t Ag,366.7
181,Andrew (Lad),Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,7.762,%Pb,1.4
181,Andrew (Lad),Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,7.762,%Zn,5.8
181,Andrew (Lad),Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,7.762,g/t Ag,9.49
182,Atlin-Ruffner,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.113638,%Pb,5.0
182,Atlin-Ruffner,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.113638,g/t Ag,600.0
184,Bear,Canada,VMS,,NC,unknown (Solid Res. Now Iberian Mins.??),NWT Guide 2007,1.13625,%Pb,2.2
184,Bear,Canada,VMS,,NC,unknown (Solid Res. Now Iberian Mins.??),NWT Guide 2007,1.13625,%Zn,5.1
184,Bear,Canada,VMS,,NC,unknown (Solid Res. Now Iberian Mins.??),NWT Guide 2007,1.13625,g/t Ag,336.0
184,Bear,Canada,VMS,,NC,unknown (Solid Res. Now Iberian Mins.??),NWT Guide 2007,1.13625,g/t Au,0.6
185,Bear-Twit,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,NWT Guide 2007,9.07,%Pb,2.6
185,Bear-Twit,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,NWT Guide 2007,9.07,%Zn,5.4
185,Bear-Twit,Canada,Sediment-hosted Pb-Zn,MVT,NC,unknown,NWT Guide 2007,9.07,g/t Ag,17.1
186,Belfort (Roymont),Canada,VMS,,C,Abcourt Mines,Tech Rep (2013-02),0.066625,%Zn,5.71
186,Belfort (Roymont),Canada,VMS,,C,Abcourt Mines,Tech Rep (2013-02),0.066625,g/t Ag,19.22
186,Belfort (Roymont),Canada,VMS,,C,Abcourt Mines,Tech Rep (2013-02),0.066625,%Cu,0.18
186,Belfort (Roymont),Canada,VMS,,C,Abcourt Mines,Tech Rep (2013-02),0.066625,g/t Au,1.05
187,Bend 1 (Canyon Zone),Canada,Sediment-hosted Pb-Zn,SEDEX,NC,unknown,BC OFR (1998-10),5,%Pb,2.3
187,Bend 1 (Canyon Zone),Canada,Sediment-hosted Pb-Zn,SEDEX,NC,unknown,BC OFR (1998-10),5,%Zn,0.6
187,Bend 1 (Canyon Zone),Canada,Sediment-hosted Pb-Zn,SEDEX,NC,unknown,BC OFR (1998-10),5,g/t Ag,7.0
188,Berrigan North (Taché),Canada,VMS,,NC,Chibougamau Independent Mines Inc,Tech Rep (2012-08),1.388915,%Zn,3.17
188,Berrigan North (Taché),Canada,VMS,,NC,Chibougamau Independent Mines Inc,Tech Rep (2012-08),1.388915,g/t Au,1.77
189,Berrigan South (Lac Taché),Canada,VMS,,NC,Chibougamau Independent Mines Inc,Tech Rep (2012-08),0.259637,%Zn,3.05
189,Berrigan South (Lac Taché),Canada,VMS,,NC,Chibougamau Independent Mines Inc,Tech Rep (2012-08),0.259637,g/t Au,0.58
190,Beveley,Canada,Sediment-hosted Pb-Zn,MVT?,NC,unknown,BC OFR (1998-10),2.7213,%Pb,3.66
190,Beveley,Canada,Sediment-hosted Pb-Zn,MVT?,NC,unknown,BC OFR (1998-10),2.7213,g/t Ag,36.3
192,Big Ledge,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,Min Deps Canada 2007 Goodfellow & Lydon,6.5,%Zn,4.0
193,Big Showing (Teddy Glacier),Canada,Sediment-hosted Pb-Zn,MVT,NC,Jazz Resources,Tech Rep (2007-11),,%Pb,7.94
193,Big Showing (Teddy Glacier),Canada,Sediment-hosted Pb-Zn,MVT,NC,Jazz Resources,Tech Rep (2007-11),,%Zn,6.74
193,Big Showing (Teddy Glacier),Canada,Sediment-hosted Pb-Zn,MVT,NC,Jazz Resources,Tech Rep (2007-11),,g/t Ag,161.1
194,Blende,Canada,Sediment-hosted Pb-Zn,MVT,C,Blind Creek Resources (formerly Eagle Plains Res.),Tech Rep (2007-08),19.6,%Pb,2.8
194,Blende,Canada,Sediment-hosted Pb-Zn,MVT,C,Blind Creek Resources (formerly Eagle Plains Res.),Tech Rep (2007-08),19.6,%Zn,3.04
194,Blende,Canada,Sediment-hosted Pb-Zn,MVT,C,Blind Creek Resources (formerly Eagle Plains Res.),Tech Rep (2007-08),19.6,g/t Ag,56.0
202,Cadieux,Canada,Sediment-hosted Pb-Zn,,NC,unknown,"(see Gatineau, Midland Expl'n)",1.25,%Pb,0.7
202,Cadieux,Canada,Sediment-hosted Pb-Zn,,NC,unknown,"(see Gatineau, Midland Expl'n)",1.25,%Zn,9.4
203,Caledonia,Canada,Skarn,,NC,unknown,"BC OFR (1998-10), MINFILE 092L-061",0.068,%Pb,0.6
203,Caledonia,Canada,Skarn,,NC,unknown,"BC OFR (1998-10), MINFILE 092L-061",0.068,%Zn,7.45
203,Caledonia,Canada,Skarn,,NC,unknown,"BC OFR (1998-10), MINFILE 092L-061",0.068,g/t Ag,704.2
203,Caledonia,Canada,Skarn,,NC,unknown,"BC OFR (1998-10), MINFILE 092L-061",0.068,%Cu,6.1
203,Caledonia,Canada,Skarn,,NC,unknown,"BC OFR (1998-10), MINFILE 092L-061",0.068,g/t Au,0.34
207,Chu Chua,Canada,VMS,,C,Reva Resources,Tech Rep (2013-10),2.827047,%Zn,0.32
207,Chu Chua,Canada,VMS,,C,Reva Resources,Tech Rep (2013-10),2.827047,g/t Ag,8.96
207,Chu Chua,Canada,VMS,,C,Reva Resources,Tech Rep (2013-10),2.827047,%Cu,1.9
207,Chu Chua,Canada,VMS,,C,Reva Resources,Tech Rep (2013-10),2.827047,g/t Au,0.47
208,Cirque-South Cirque,Canada,Sediment-hosted Pb-Zn,Sedex,NC,"Teck Resources-50%, Korea Zinc-50%",(Canada Zinc Metals; Tech Rep 2012-05 Pie),54,%Pb,2.0
208,Cirque-South Cirque,Canada,Sediment-hosted Pb-Zn,Sedex,NC,"Teck Resources-50%, Korea Zinc-50%",(Canada Zinc Metals; Tech Rep 2012-05 Pie),54,%Zn,7.7
208,Cirque-South Cirque,Canada,Sediment-hosted Pb-Zn,Sedex,NC,"Teck Resources-50%, Korea Zinc-50%",(Canada Zinc Metals; Tech Rep 2012-05 Pie),54,g/t Ag,42.8
208,Cirque-South Cirque,Canada,Sediment-hosted Pb-Zn,Sedex,NC,"Teck Resources-50%, Korea Zinc-50%",(Canada Zinc Metals; Tech Rep 2012-05 Pie),54,%Ba,47.5
209,CK,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1.490365,%Pb,1.4
209,CK,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1.490365,%Zn,8.6
209,CK,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1.490365,g/t Ag,8.5
210,Clark,Canada,Skarn-manto,,NC,unknown,Yukon Gov't Zn profile,0.327373,%Pb,5.64
210,Clark,Canada,Skarn-manto,,NC,unknown,Yukon Gov't Zn profile,0.327373,%Zn,4.6
210,Clark,Canada,Skarn-manto,,NC,unknown,Yukon Gov't Zn profile,0.327373,g/t Ag,254.8
211,Clear Lake,Canada,Sediment-hosted Pb-Zn,,C,Golden Predator (formerly Redtail Metals),Tech Rep (2010-02),9.205,%Pb,0.97
211,Clear Lake,Canada,Sediment-hosted Pb-Zn,,C,Golden Predator (formerly Redtail Metals),Tech Rep (2010-02),9.205,%Zn,6.6
211,Clear Lake,Canada,Sediment-hosted Pb-Zn,,C,Golden Predator (formerly Redtail Metals),Tech Rep (2010-02),9.205,g/t Ag,19.0
212,Colby (Kingfisher-Noreen),Canada,Sediment-hosted Pb-Zn,Sedex,NC,Rich River Exploration (?),Corp Brochure,1.8,%Pb,0.58
212,Colby (Kingfisher-Noreen),Canada,Sediment-hosted Pb-Zn,Sedex,NC,Rich River Exploration (?),Corp Brochure,1.8,%Zn,2.6
213,Comstock (Canada),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.043355,%Pb,6.0
213,Comstock (Canada),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.043355,%Zn,10.0
213,Comstock (Canada),Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.043355,%Cu,0.11998
214,Copper Crown,Canada,Epithermal,Low sulfidation?,NC,unknown,BC OFR (1998-10),0.317485,%Zn,4.23
214,Copper Crown,Canada,Epithermal,Low sulfidation?,NC,unknown,BC OFR (1998-10),0.317485,g/t Ag,30.16
214,Copper Crown,Canada,Epithermal,Low sulfidation?,NC,unknown,BC OFR (1998-10),0.317485,%Cu,0.38
215,Cottonbelt,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1,%Pb,6.0
215,Cottonbelt,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1,%Zn,2.0
215,Cottonbelt,Canada,Sediment-hosted Pb-Zn,Sedex,NC,unknown,BC OFR (1998-10),1,g/t Ag,50.0
217,Craig,Canada,Sediment-hosted Pb-Zn,MVT,C,Glencore Xstrata (?),Yukon Gov't Zn profile,0.87498,%Pb,13.5
217,Craig,Canada,Sediment-hosted Pb-Zn,MVT,C,Glencore Xstrata (?),Yukon Gov't Zn profile,0.87498,%Zn,8.5
217,Craig,Canada,Sediment-hosted Pb-Zn,MVT,C,Glencore Xstrata (?),Yukon Gov't Zn profile,0.87498,g/t Ag,123.0
218,Cronin,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.160331,%Pb,7.11
218,Cronin,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.160331,%Zn,8.12
218,Cronin,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.160331,g/t Ag,428.5
218,Cronin,Canada,Epithermal?,,NC,unknown,BC OFR (1998-10),0.160331,g/t Au,0.34
219,Damascus,Canada,Epithermal,High sulfidation?,NC,Gold Reach Resources,Website (2016-07-11),0.196,g/t Ag,411.0
220,Darcy,Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,5.55,%Zn,4.7
221,Darin,Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,0.36,%Pb,0.2
221,Darin,Canada,Mesothermal Vein,,C,Overland Resources,Ann Rep 2013,0.36,%Zn,4.0
222,DEB,Canada,VMS,,NC,Seabridge Gold (?),NWT Guide 2007,1.015,%Zn,2.96
