Country,Project,Location,,Company,Mineral Resources (including reserves),,,,,,Source,Mineral,Mineral,Mineral,Mineral
Indonesia,Sorowako,,,Vale,101.8,1.76,14.7,1.64,0,,AR 2018,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
Indonesia,Cycloops (Cyclops),,,unknown,0,,0,,13,1.31,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,,
Indonesia,East Halmahera Group (Limonite),,,PT Antam,37.55,1.47,26.05,1.37,24.7,1.38,AR 2018,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,Gebe Island,,,unknown,0,,0,,27,2.2,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,,
Indonesia,North Konawe Group (Limonite),,,PT Antam,40.07,1.42,57.67,1.41,33.56,1.38,AR 2018,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,85.44,1.51,182.07,1.35,172.9,1.02,AR 2017,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,Obi Island,,,"Carnegie Minerals-50%, PT Antam-50% (?)",0,,0,,88,1.2,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Indonesia,Pomalaa (Limonite),,,PT Antam,3.78,1.41,5.67,1.38,8.98,1.41,AR 2018,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,5.56,1.45,19.73,1.42,103.42,1.46,AR 2018,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,South-east Sulawesi Coastal,,,Vale,0,,0,,97,1.78,Mudd et al (2013),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Indonesia,Sulawesi JV,,,unknown,0,,0,,162,1.62,AR 2013,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Indonesia,Weda Bay,,,Eramet,135.6,1.59,233.8,1.44,265.6,1.43,AR 2018,Laterite,Oxide-hydrous Mg silicate,,
Indonesia,Hengjaya Mineralindo (HM),,,,0.708,1.8,14.55,1.8,21.8,1.8,Tech Rep (2018-04),Laterite,Oxide-hydrous Mg silicate,,
Int'l Waters,Clarion-Clipperton (Nautilus),,,Nautilus Minerals,1.5,1.33,38.1,1.35,383.8,1.29,Tech Rep (2016-07),Hydrothermal Ni,Manganese nodules,,
Int'l Waters,Clarion-Clipperton (DeepGreen),,,DeepGreen Metals,3.2,1.4,26.4,1.35,684,1.3,Tech Rep (2019-07),Hydrothermal Ni,Manganese nodules,,
Int'l Waters,Clarion-Clipperton (Russia),,,Yuzhmorgeologia,0,,0,,448,1.39,Yuzhmorgeologia (2014),Hydrothermal Ni,Manganese nodules,,
Int'l Waters,Clarion-Clipperton (Russian-led JV),,,InterOcean Metal Joint Organisation ('IOM'),0,,0,,33.7,1.31,Abromowski (2014),Hydrothermal Ni,Manganese nodules,,
Int'l Waters,Clarion-Clipperton (KIOST-Korea),,,Korean Institute of Ocean Science & Technology (KIOST),0,,0,,188.4,1.19,KIOST (2014),Hydrothermal Ni,Manganese nodules,,
Kazakhstan,Kempirsai (Kempirsay),,,"Bekem Metals Inc., KKM",0,,0,,8.7,1.14,Berger et al (2011),Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,
Kazakhstan,Gornostai,,,Kaznickel; Bekem Metals Inc. ,0,,0,,9.7,0.91,Berger et al (2011),Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,
Kazakhstan,Shevchenko Group,,,Mechel (formerly Oriel Resources plc),0,,0,,107.4,0.84,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Kosovo,Çikatovë (Čikatovo),,,unknown,0,,0,,10,1.175,SMME (2013),Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,
Kosovo,Trstenik,,,unknown,0,,0,,3,1,SMME (2013),Laterite,Oxide-clay silicate,Oxide-clay silicate,
Madagascar,Ambatovy JV (incl. Anamalay),,,"Sherritt, Sumitomo, Korea Resources Corp (KORES)",54.5,0.95,121.8,0.92,52.5,0.84,AIF 2018,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Madagascar,Valozoro,,,unknown,0,,0,,3.7,1.75,Berger et al (2011),Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Malawi,Chimimbe Hill,,,Mkango Resources,0,,4.67,0.39,3.883,0.33,media (25 March 2009),Laterite,Hydrous Mg silicate-clay silicate,Hydrous Mg silicate-clay silicate,
Morocco,Bou-Azzer,,,CTT (Managem),0,,0,,#REF!,1,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,,
Myanmar,Tagaung Taung,96.16317,23.63453,"TISCO (Tata), CNMC",0,,0,,40,2.15,Berger et al (2011),Laterite,Hydrous Mg silicate,Hydrous Mg silicate,
Myanmar,Mwetaung,,,Kingbao (Jingbao) Mining Co.,0,,0,,110,1.09,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
New Caledonia,Koniambo,,,Glencore-SMSP,12.8,2.48,43.6,2.4,83,2.5,AR 2018,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
New Caledonia,Doniambo-SLN Group,,,Eramet-Société Le Nickel (SLN),39.4,2.39,65.7,2.42,84.5,2.43,AR 2018,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
New Caledonia,Goro,,,Vale,0,,0,,111.2,1.42,AR's 2014 to 2018,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
New Caledonia,Prony,,,Vale,0,,0,,150,1.38,Dalvi & Bacon (2004),Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Norway,Dalen (Espedalen),,,unknown,0,,4.625,0.29,5.438,0.25,Tech Rep (2009-02),Magmatic Sulphide,Small M-UM Intrusion-related,,
Norway,Ertelien (Ertelia),,,unknown,0,,0,,2.698,0.83,Tech Rep (2009-02),Magmatic Sulphide,Small M-UM Intrusion-related,,
Norway,Stormyra,,,unknown,0,,0,,1.013,1.09,Tech Rep (2009-02),Magmatic Sulphide,Small M-UM Intrusion-related,,
Norway,Vakkerlien,,,unknown,0,,0,,0.31,1.2,Rasilainen et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Norway,Flåt,,,unknown,0,,0,,2.6,0.75,Rasilainen et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Norway,Bruvann (Råna),,,unknown,0,,0,,9.15,0.36,Boyd et al (2016),Magmatic Sulphide,Small M-UM Intrusion-related,,
Oman,Ibra Group,,,unknown,0,,0,,150,0.7,pers. comm. Golightly,Laterite,Oxide,Oxide,
Philippines,Berong,,,DMCI Holdings,0,,0,,9.13,1.55,AR 2011,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Moorsom,,,DMCI Holdings,0,,0,,43,0.8,AR 2011,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Hinatuan-Taganaan,,,Nickel Asia Corp,0,,16.73,1.16,2.81,1.2,AR 2018,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Rapid City II-Dinagat Island,,,Century Peak Metals,0,,9.067,1.07,0,,AR 2015,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,0,,51.76,1.26,9.61,1.64,AR 2018,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Agata Group,,,"Mindoro Resources-75%, Minimax Mineral Expl.-25%",0.78,1.1,42,1,2.4,1,Tech Rep (2011-12),Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
Philippines,Alpha,,,DMCI Mining Corp,1.782,1.34,0.646,1.22,0.293,1.23,MDA 2011,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,
Philippines,Botolan,,,NiHAO Mineral Resources Int'l,0,,4.586,1.05,1.232,1.09,AR 2010,Laterite,Hydrous Mg silicate-oxide,,
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,0.427,1.11,0.632,1,0,,AR 2010,Laterite,Hydrous Mg silicate-oxide,,
Philippines,Toronto,,,Oriental Peninsula,11.218,1.6,14.439,1.57,19.232,1.51,Tech Rep 2008-04,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Pulot,,,Oriental Peninsula,4.642,1.43,3.123,1.58,1.894,1.59,Tech Rep 2008-04,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,
Philippines,Zambales-Global,,,unknown,0,,0,,23,1.75,Sajona & Domingo (2011),Laterite,Oxide,Oxide,
Philippines,Cagdianao (GFH),,,Global Ferronickel Holdings,32.775,1.1,21.385,1.2,0,,AR 2017,Laterite,Oxide,Oxide,
Philippines,Cagdianao (NAC),,,Nickel Asia Corp,0,,31.7,1.3,2.48,1.19,AR 2018,Laterite,Oxide,Oxide,
Philippines,Manicani,,,Nickel Asia Corp,0,,0,,34.31,1.11,Berger et al (2011),Laterite,Oxide,Oxide,
Philippines,Zambales Chromite,,,unknown,0,,0,,23.5,1.18,AR 2009,Laterite,Oxide,Oxide,
Philippines,Infanta,,,MacroAsia Corp?,13.475,1.22,35.535,1.08,3.736,1.04,Website (13-01-2013),Laterite,Oxide,Oxide-Hydrous Mg silicate,
Philippines,Nonoc,,,Philnico Developments,0,,0,,144.7,1.1,"Sajona & Domingo (2011), Berger et al (2011)",Laterite,Oxide-Clay silicate,Oxide-Clay silicate,
Philippines,Santa Cruz,,,Benguet Corp,36.45,1.04,8.67,1.1,10.71,1.1,AR's 2013 to 2018,Laterite,Oxide-Clay silicate,,
Philippines,Acoje,,,unknown,0,,30.76,1.12,0,,AR 2011,Laterite,Oxide-Clay silicate,Oxide-Clay silicate,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",0,,110,1.26,2.5,1.56,AR 2018,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Dinapigue,,,Nickel Asia Corp,0,,67.89,1.22,22,1.12,AR 2018,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Philippines,Casiguran,,,Century Peak Metals,0,,9.897,1.02,0,,AR 2015,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Long Point,,,unknown,0,,0,,87,1.37,Berger et al (2011),Laterite,Oxide-Hydrous Mg silicate,,
Philippines,Pujada,,,Asiaticus Management Corp,0,,0,,200,1.3,Berger et al (2011),Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,0,,198.9,0.86,0,,Feasibility Study 2010,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Ipilan-Celestial,,,DMCI Holdings,0,,0,,43.37,1.2,AR 2011,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Masinloc,,,unknown,0,,0,,24,1.68,Berger et al (2011),Laterite,Oxide-Hydrous Mg silicate,,
Philippines,Lagonoy,,,unknown,0,,0,,35,0.65,Berger et al (2011),Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Isabela-New Frontier,,,NiHAO Mineral Resources Int'l,0,,0,,42.38,1.16,Sajona & Domingo (2011),Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Romblon,,,Dynamo Atlantic,0,,0,,7.26,1.54,AR 2011,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,
Philippines,Carrascal,,,Carrascal Nickel,0,,0,,21,1.1,Sajona & Domingo (2011),Laterite,Oxide-Hydrous Mg silicate,,
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,0,,39.47,0.88,2.9,1.3,CP Tech Rep (2019),Laterite,Oxide-Hydrous Mg silicate,,
Philippines,Marcventures-BRC,,,Marcventures Holdings,2.823,1.13,7.115,1.04,3.117,0.95,CP Tech Rep (2019),Laterite,Oxide-Hydrous Mg silicate,,
PNG,Mambare,-8.77407,147.74090,"Direct Nickel-50%, Regency Mines-50%",0,,0,,162.5,0.94,AR 2018,Laterite,Oxide,Oxide,
PNG,Ramu,-5.57077,145.20393,"MCC, Highlands Pacific",34,0.9,42,0.9,60,1,AR 2018,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
PNG,Wowo Gap,-9.50000,148.56667,Resource Mining Corp,0,,72,1.03,53,1.08,AR 2018,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
PNG,Lake Trist,-7.50000,146.75000,Regency Mines?,0,,0,,70,0.68,AR 2015,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
PNG,Frieda River,-4.66667,141.93333,Redstone Metals?,0,,0,,23.3,0.9,Mosusu (2014),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
PNG,Koreppa (Waria Valley-Bovio Hill),-7.95000,147.25000,unknown,0,,0,,13.32,0.71,Grainger & Grainger (1974),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Poland,Szklary,,,unknown,0,,0,,16.8,0.6,AR 2011,Laterite,Hydrous Mg silicate-Clay silicate,,
Puerto Rico,Guanajibo-Punta Guanajibo,,,unknown,0,,0,,44.4,0.89,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Puerto Rico,Las Mesas,,,unknown,0,,0,,22.7,0.81,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Puerto Rico,Rosario,,,unknown,0,,0,,5.4,0.82,Weaver (1992),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Puerto Rico,Maricao,,,unknown,0,,0,,9.6,1.03,Weaver (1992),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Russia,Kun-Manie Group,,,Amur Minerals Corp,11.2,0.71,107,0.74,37,0.79,AR 2018,Hydrothermal Ni,Porphyry,,
Russia,Ishkinino (Russia),,,unknown,0,,0,,1,0.3,"Herrington et al, (2005)",Hydrothermal Ni,VMS,,
Russia,Serovskoe (Serov),,,unknown,0,,0,,770,0.77,Berger et al (2011); Herrington et al (2005),Laterite,Hydrous Mg silicate-Clay silicate,,
Russia,Buruktal,,,Mechel Steel Group OAO (MTL),0,,0,,70.37,0.86,"Form 20F (2011, 2012)",Laterite,Hydrous Mg silicate-Oxide,,
Russia,Cheremshanskoe ,,,unknown,0,,0,,45,1.6,Berger et al (2011),Laterite,Hydrous Mg silicate-Oxide,,
Russia,Rogozhinskoe (Rogozha),,,unknown,0,,0,,2.5,0.8,Berger et al (2011),Laterite,Hydrous Mg silicate-Oxide,,
Russia,Sinarskoe,,,unknown,0,,0,,18,1.07,Berger et al (2011),Laterite,Hydrous Mg silicate-Oxide,,
Russia,Aganozero-Ni-bearing serpentinite,,,unknown,0,,0,,"2,774",0.29,FODD (2017),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Magmatic Fe-Ti-V Oxide-related
Russia,Hautavaara,,,unknown,0,,0,,0.3,0.49,Eilu (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Hursulskoe,,,unknown,0,,0,,"1,125",0.4,Eilu (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Juzhno-Konzhozero,,,unknown,0,,0,,4.2,0.38,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Lebjazhinskoe,,,unknown,0,,0,,10.35,0.74,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Leschevskoe,,,unknown,0,,0,,2.2,0.59,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Rybozerskoe,,,unknown,0,,0,,5.26,0.38,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Severo-Konzhozerskoe,,,unknown,0,,0,,8,0.35,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Zapadno-Rybozero,,,unknown,0,,0,,4.12,0.34,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Zolotoprozhskoe,,,unknown,0,,0,,3.076,0.52,Korsakova et al (2012),Magmatic Sulphide,Archean komatiite,,
Russia,Souker,,,unknown,0,,0,,13.41,0.37,FODD (2017),Magmatic Sulphide,Ferropicrite related,Pechenga camp,
Russia,Chernogorskoye,,,unknown,0,,0,,143,0.29,Boyd et al (2016),Magmatic Sulphide,Layered Intrusive,,
Russia,Fedorova Tundra,,,unknown,0,,0,,260.5,0.07,FODD (2017),Magmatic Sulphide,Layered Intrusive,,
Russia,Lambozero-1,,,unknown,0,,0,,4,0.5,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Malaya Pana-North Reef (Kiyevay),,,OAO Pana PGM,0,,0,,13.84,0.121,website (19-03-2013),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Russia,Monchegorsk-Njudaivench,,,unknown,0,,0,,13.1,0.24,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Monchegorsk-NKT,,,unknown,0,,0,,8.16,5.1,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Monchegorsk-Sopcha (Lodes),,,unknown,0,,0,,0.71,3.23,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Monchegorsk-Sophuaivench,,,unknown,0,,0,,131.2,0.33,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Mountain General'skaya,,,unknown,0,,53.333,0.27,0,,FODD (2017),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,
Russia,Pana-Eastern,,,unknown,1.103,0.23,0,,0,,FODD (2017),Magmatic Sulphide,Layered Intrusive,,
Russia,Pana-Western,,,unknown,12.713,0.12,0,,0,,FODD (2017),Magmatic Sulphide,Layered Intrusive,,
Russia,Svetloozerskoe,,,unknown,0,,0,,5.18,0.79,Korsakova et al (2012),Magmatic Sulphide,Layered Intrusive,,
Russia,Khikhnajarvi,,,unknown,0,,0,,2.6,0.47,Korsakova et al (2012),Magmatic Sulphide,Proterozoic komatiite,,
Russia,Kola Peninsula,,,Norilsk Nickel,0,,327.277,0.69,144.211,0.63,AR 2018,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,
Russia,Nord Kamennik,,,unknown,0,,3.147,0.13,0,,FODD (2017),Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,
Russia,Akkim,,,unknown,0,,0,,1.75,0.47,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),100.92,0.443,126.59,0.35,83.69,0.299,Tech Rep (2012-05),Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),50.99,0.558,40.08,0.508,0,,Tech Rep (2012-05),Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),66.15,0.404,106.86,0.388,17.61,0.34,Tech Rep (2012-05),Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,
Russia,Kumbuksinskoe,,,unknown,0,,0,,20.83,0.7,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Laukku,,,unknown,0,,0,,1.67,0.515,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Lovnozerskoe,,,unknown,0,,0,,20.863,0.88,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Maslovskoye,,,Norilsk Nickel,0,,206.8,0.3,0,,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,
Russia,Runnijoki,,,unknown,0,,0,,15.385,0.65,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Sueinlagash,,,unknown,0,,0,,2.25,0.3,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,0,,"1,708.60",0.7,440.898,0.85,AR 2018,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,
Russia,Vozhma Massif Orebody No. 4,,,unknown,0,,0,,1.754,0.57,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Yunges,,,unknown,0,,0,,0.56,0.38,Eilu (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Russia,Lunges,,,unknown,0,,0,,0.56,0.38,Korsakova et al (2012),Magmatic Sulphide,Small M-UM Intrusion-related,,
Serbia,Rudjinci,,,unknown,0,,0,,14,1.15,SMME (2013),Laterite,Clay silicate,Clay silicate,
Serbia,Veluce (Veluca),,,unknown,0,,0,,3,1.23,SMME (2013),Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,
Serbia,Mokra Gora,,,unknown,0,,0,,244.6,0.7,Berger et al (2011),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Serbia,Ba,,,unknown,0,,0,,2.5,1.55,SMME (2013),Laterite,Hydrous Mg silicate,,
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,1.9,1.4,6.9,1.3,7.2,1.2,media (29 Dec 2015),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
Solomon Islands,Ngella-Floridas Islands,,,unknown,0,,0,,1.695,0.6,media (10 Dec 2008),Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,
South Africa,Bon Accord-Segalla,,,unknown,0,,0,,20.3,0.4,Brochure (2010-01),Magmatic Sulphide,Archean Komatiite,,Platreef
South Africa,Afplats-Imbasa / Imkosi,,,ERG? previously Impala Pt,0,,96.1,0.03,78.6,0.03,ResV-ResC 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Afplats-Leeuwkop,,,Impala Pt,98.4,0.03,10.8,0.03,55.9,0.03,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Amandelbult-Dishaba,,,Anglo American Pt,102.8,0.14,51.2,0.16,21.8,0.18,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Amandelbult-Tumela,,,Anglo American Pt,179.9,0.14,92.1,0.18,92.4,0.18,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Bafokeng-Rasimone,,,"Royal Bafokeng, Anglo Am Pt",169.01,0.16,123.4,0.16,55.54,0.17,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Western Limb Bushveld
South Africa,Bakubung (Ledig-Frischgewaagd),,,"Wesizwe, Anglo Am Pt",6.698,0.22,50.987,0.15,21.32,0.16,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Berg,,,Platfields,0,,13.685,0.11,9.945,0.11,AR 2012,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Blue Ridge,,,"Sibanya-Stillwater, Imbani Pt",29.6,0.11,8.2,0.11,8.4,0.11,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Bokoni-Ga Phasha,,,"Atlatsa Resource, Anglo Am Pt",291.4285714,0.18,140,0.18,380.4081633,0.19,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Eastern Limb Bushveld
South Africa,Booysendal North / South-Everest,,,"Northam Pt, Mvelaphanda Res",91.08,0.17,175.99,0.16,455.51,0.15,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Eastern Limb Bushveld
South Africa,Chieftains Plain-Walhalla,,,Sibanya-Stillwater,0,,0,,259.81,0.14,ResV-ResC 2013,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Crocodile River,,,"Eastern Pt, Gubevu",5.58,0.11,28.55,0.11,22.07,0.11,AIF 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Der Brochen,,,Anglo American Pt,152.7,0.14,214.3,0.14,200.5,0.16,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Eland,,,Northam Pt,32.33,0.097,31.19,0.098,88.73,0.097,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Everest North-Vygenhoek,,,"Sibanya-Stillwater, Sylvania Pt",2.8,0.11,0,,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Everest South-Hoogland,,,Sibanye-Stillwater,0,,2.71,0.11,3.89,0.11,ResV-ResC 2015,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Garatau (Garatouw/Hoepakrantz/De Kom),,,Nkwe Pt,67.225,0.15,137.985,0.18,149.763,0.16,AR 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Grootboom,,,"Sedibelo Pt Mines, Moepi",0,,12.2,0.15,0,,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Hoedspruit,,,Sibanya-Stillwater,0,,37.97297297,0.16,6.081081081,0.17,AR 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Impala,,,Impala Pt,289.4,0.09,138.1,0.11,25.3,2.07,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,3.8,0.18,4.4,0.17,3.2,0.17,ResV-ResC 2017,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Kliprivier,,,unclear,0,,0,,109.6,0.11,Website (7 April 2016),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",38.6,0.05,4.9,0.05,0,,ResV-ResC 2018,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",0,,0,,148.8,0.13,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Western Limb Bushveld
South Africa,Lesego,,,Lesego Pt,40.39,0.18,128.85,0.2,110.55,0.2,Website (21 Oct 2019),Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,0,,0,,9.552,0.16,AR 2012,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Eastern Limb Bushveld
